user_id,gender,timePassedValidation,ageGroup,label
3894,0,0.0,20,0
3956,0,0.0,30,1
4016,1,0.7875,40,0
4093,1,0.625,30,0
4118,0,0.025,20,0
4134,1,0.4625,40,0
4190,1,0.025,40,0
4218,0,0.7125,20,0
4298,0,0.525,20,0
4351,1,0.05,30,0
4355,0,0.0,30,1
4431,0,0.0625,20,0
4496,0,0.0,20,1
4502,1,0.4375,50,0
4528,1,0.8375,40,0
4640,1,0.0125,30,1
4646,0,0.0125,10,0
4655,0,0.0125,10,0
4707,1,0.9375,40,0
4775,0,0.05,20,0
4836,1,0.5,40,0
4955,0,0.1875,10,0
5000,0,0.375,30,0
5037,0,0.175,50,0
5105,1,0.2875,40,0
5112,0,0.1125,30,0
5122,1,0.125,40,0
5195,1,0.3875,20,0
5316,1,0.0,30,0
5380,1,0.6375,20,0
5383,0,0.0,30,1
5391,0,0.0,20,1
5440,1,0.0875,30,0
5478,1,0.3625,60,1
5692,1,0.4375,40,0
5783,1,0.825,50,0
5793,1,0.15,30,0
5850,0,0.0,20,1
5882,0,0.1625,20,0
5897,0,0.0,20,0
6008,1,0.1375,20,0
6133,1,0.0125,40,0
6240,1,0.05,20,0
6285,1,0.0125,30,0
6315,1,0.6625,60,0
6354,0,0.0,30,1
6383,1,0.4875,20,1
6420,0,0.5625,50,0
6502,0,0.0,20,1
6537,1,0.0,50,1
6603,1,0.175,20,0
6651,0,0.0,20,1
6673,0,0.2375,20,0
6689,0,0.8125,20,0
6709,0,0.0,20,0
6751,1,0.0,40,1
6758,0,0.2625,50,0
6763,0,0.0,20,0
6777,0,0.0,20,1
6802,0,0.175,40,0
6842,1,0.2875,50,0
6849,1,0.0125,20,1
6872,1,0.0,40,0
6907,1,0.05,20,1
7003,1,0.0,40,0
7146,0,0.7125,40,0
7170,1,0.2125,40,0
7299,1,0.2875,20,0
7369,1,0.2875,40,0
7427,1,0.55,30,0
7502,1,0.75,20,1
7504,1,0.475,20,1
7512,1,0.9375,50,0
7532,1,0.0,30,0
7533,1,0.325,20,0
7572,0,0.0,10,1
7592,0,0.0,30,1
7596,1,0.6,50,0
7636,0,1.0,30,0
7692,1,0.05,20,1
7693,1,0.925,50,0
7726,1,0.1,40,0
7743,0,0.0,20,1
7769,0,0.0,20,1
7799,0,0.2875,50,0
7909,0,0.425,40,0
7976,1,0.025,20,0
8009,0,0.0125,10,1
8151,1,0.4375,40,0
8189,1,0.9,20,0
8197,0,0.0,30,1
8270,1,0.0,10,0
8409,0,0.0,30,1
8436,0,0.0,20,1
8454,0,0.9125,30,0
8459,1,0.6625,20,0
8522,1,0.625,20,1
8535,0,0.0,20,1
8563,0,0.1,50,0
8688,1,0.525,30,0
8825,0,0.425,20,0
8838,0,0.15,20,0
8850,0,0.75,50,0
8902,1,0.75,20,0
8979,1,0.475,50,1
8981,0,0.175,20,1
8999,0,0.2625,10,1
9063,0,0.0,30,1
9147,0,0.2375,20,0
9166,1,0.225,20,0
9239,1,0.175,50,0
9356,0,0.0,20,1
9395,0,0.0,20,1
9449,1,0.0125,30,0
9546,0,0.0,20,1
9579,1,0.1375,30,0
9750,0,0.0,20,1
9807,0,0.0,20,1
9842,1,0.475,30,0
9853,1,0.4125,50,0
9891,1,0.0,50,1
9970,1,0.3125,20,0
9992,0,0.0,30,1
9994,0,0.0125,20,0
10008,1,0.425,20,0
10040,0,0.0,10,1
10044,0,0.825,50,0
10198,1,0.325,20,0
10227,1,0.4125,20,0
10263,1,0.0,30,0
10279,1,0.025,20,0
10336,1,0.05,30,0
10392,0,0.025,20,1
10424,1,0.35,20,0
10480,1,0.4625,30,0
10501,0,0.1,20,1
10522,0,0.0,20,1
10537,0,0.05,10,1
10577,1,0.0125,30,1
10615,1,0.425,40,0
10662,1,0.0,20,1
10714,1,0.2625,50,1
10830,0,0.1125,20,0
10929,1,0.025,50,1
10931,0,0.175,40,1
10978,0,0.0,30,1
11043,1,0.0125,30,0
11170,0,0.0,20,1
11263,0,0.1,40,0
11277,1,0.9375,30,0
11308,0,0.0375,20,1
11332,1,0.825,40,1
11376,0,0.0875,20,0
11400,1,0.7125,20,0
11443,1,0.225,20,0
11460,1,0.0375,20,0
11598,0,0.0,20,1
11661,0,0.125,50,0
11692,0,0.0125,50,1
11768,0,0.0,20,1
11813,0,0.05,30,1
11821,1,0.725,40,0
11839,0,0.525,50,1
11864,1,0.7375,40,0
11891,1,0.675,30,0
11905,0,1.0,30,0
11908,0,0.0,20,1
11978,1,0.1,30,0
11990,0,0.0125,20,0
12068,0,0.025,40,0
12135,0,0.0125,20,1
12198,1,0.7375,40,0
12235,0,0.0,20,0
12255,0,0.0,30,1
12412,1,0.9,40,0
12477,1,0.7625,20,0
12819,0,0.4625,40,0
12858,1,0.7,40,0
12876,0,0.0,20,0
12884,0,0.0,20,1
12887,0,0.0375,30,0
12943,1,0.0125,40,0
12952,0,0.0,20,1
12995,0,1.0,30,0
12997,1,0.425,20,0
13005,0,0.0,20,1
13024,1,0.0,20,0
13124,1,0.9375,40,0
13127,0,0.0,20,1
13128,0,1.0,20,0
13172,0,0.0,30,1
13355,1,0.7,30,1
13581,1,0.4375,30,0
13687,0,0.4875,30,0
13693,1,0.0,60,1
13704,0,0.0,30,1
13713,0,0.0375,10,0
13758,1,0.075,20,0
13768,0,0.3,40,1
13772,1,0.6375,30,0
13773,1,0.0,40,1
13987,1,0.0,30,1
14016,1,0.1875,30,0
14081,1,0.75,50,0
14127,1,0.55,20,0
14136,1,0.05,40,0
14159,1,0.1375,50,0
14200,0,0.0125,20,1
14214,1,0.725,30,0
14321,0,0.0,30,1
14362,1,0.025,50,1
14458,1,0.95,50,0
14536,1,0.0,50,0
14566,1,0.025,30,0
14578,1,0.9375,40,0
14631,1,0.9125,30,0
14684,0,0.0125,20,0
14705,0,0.0,20,1
14719,1,0.6,40,0
14866,0,0.0,30,1
14952,0,0.9125,40,0
14981,1,0.0,20,0
15045,1,0.3375,20,0
15057,0,0.0,20,1
15096,0,0.0,20,1
15141,1,0.725,40,0
15142,1,0.0,40,0
15166,1,0.0,20,0
15203,1,0.0875,50,1
15241,1,0.15,50,1
15244,1,0.9375,30,0
15283,1,0.0625,30,0
15288,1,0.275,40,0
15378,1,0.0875,30,0
15409,1,0.0,10,0
15418,1,0.325,20,0
15541,0,0.0,20,1
15681,1,0.8,50,0
15727,0,0.0,20,0
15745,1,0.125,50,0
15776,0,0.2,30,0
15796,1,0.0,30,1
15848,0,0.3625,30,0
15865,1,0.025,30,1
15892,0,0.025,40,1
15921,0,0.0125,20,1
15927,0,0.0,20,1
16010,1,0.0875,40,0
16093,1,0.775,60,0
16184,1,0.525,40,0
16194,0,0.0,20,1
16197,0,0.0,30,1
16221,1,0.6875,50,0
16231,1,1.0,40,0
16271,1,1.0,40,0
16309,1,0.6875,20,0
16389,1,0.7125,30,0
16442,0,0.1,40,0
16503,1,0.0125,50,1
16519,0,0.0125,30,1
16530,0,0.0,20,1
16546,0,0.0,10,1
16600,0,0.0,30,1
16605,0,0.0,20,0
16652,1,0.6375,30,0
16809,1,0.525,40,0
16830,1,0.6125,20,0
16878,0,0.0125,20,1
16879,1,0.45,40,0
16889,1,0.425,70,0
16893,0,0.6625,50,0
17017,1,0.4625,40,0
17019,1,0.7625,30,0
17167,1,0.8875,40,0
17240,0,0.0,30,1
17250,0,0.0,20,1
17254,0,0.0875,30,1
17259,1,0.0,40,1
17280,1,0.7625,40,0
17309,0,0.0125,30,1
17316,1,0.625,40,0
17320,1,0.55,30,0
17359,0,0.0,20,0
17401,0,0.0,30,1
17417,0,0.2125,20,0
17424,1,0.55,30,0
17425,0,0.65,20,0
17441,0,0.0875,40,0
17470,0,0.0,20,0
17510,0,0.4875,20,0
17528,1,0.6375,40,0
17564,0,0.1875,20,0
17572,1,0.325,40,0
17574,0,0.0,20,1
17647,1,0.725,70,0
17676,0,0.0625,20,1
17722,1,0.075,20,0
17822,1,0.175,40,0
17827,0,0.8125,30,0
17843,0,0.0,40,0
17869,1,0.025,40,0
17982,1,0.25,20,0
18076,0,0.0,20,1
18079,1,0.7125,30,0
18090,0,0.0,20,1
18131,1,0.9125,20,0
18302,1,0.2,20,0
18348,1,0.45,20,0
18457,1,0.75,20,0
18465,1,0.875,40,0
18470,1,0.8875,30,0
18706,1,0.8125,30,0
18866,1,0.0625,20,0
18875,0,0.0625,30,0
18939,1,0.0625,30,0
19013,1,0.0875,20,0
19070,0,0.0125,20,0
19091,1,0.075,30,0
19148,0,0.0,20,1
19157,0,0.0,20,1
19166,1,0.5625,20,0
19193,0,0.0375,40,0
19229,0,0.0125,30,1
19365,0,0.1875,20,0
19374,1,0.0625,30,0
19378,1,0.175,50,0
19434,0,0.0,10,1
19457,0,0.2,40,0
19460,1,0.625,50,0
19587,0,0.075,20,1
19615,0,0.5625,20,0
19641,1,0.2,20,0
19873,0,0.25,20,0
19893,0,0.1375,30,0
19925,1,0.125,50,0
19961,1,0.7,70,0
20012,0,0.0,20,1
20048,1,0.6125,20,0
20049,0,0.0125,30,1
20101,1,0.1875,20,0
20190,0,0.5,20,0
20191,0,0.6375,30,0
20222,1,0.4125,50,0
20223,1,0.0875,40,0
20241,1,0.675,40,0
20246,0,0.0,20,0
20252,0,0.0,20,1
20265,0,0.025,50,0
20355,1,0.0,40,0
20436,0,0.0,20,1
20437,1,0.2875,30,0
20458,1,0.1125,50,1
20502,1,0.9,30,0
20509,0,0.0,30,1
20576,1,0.0625,30,1
20618,0,0.0,20,1
20642,1,0.55,50,1
20721,1,0.1,40,0
20731,1,0.0125,30,1
20735,1,0.05,30,1
20783,1,0.1625,10,0
20786,0,0.0,20,0
20788,1,0.1875,30,0
20897,0,0.5,20,0
20951,0,0.0,30,1
21016,1,0.1,50,0
21059,1,0.95,30,0
21086,1,0.3125,30,0
21168,1,0.0,50,1
21223,0,0.0,20,1
21304,0,0.0,20,1
21372,1,0.9,20,0
21397,1,0.2625,20,0
21451,1,0.025,20,1
21453,0,0.6375,20,0
21468,0,0.0,20,1
21478,1,0.0,20,1
21508,1,0.75,60,0
21575,1,0.5,60,0
21648,0,0.0375,20,0
21678,0,0.2375,20,0
21708,0,0.4875,30,0
21733,0,0.0,30,1
21790,0,0.0875,30,0
21934,0,0.0,20,1
21940,1,0.35,30,0
22019,0,0.0,20,1
22069,1,0.6875,30,0
22175,1,0.075,20,0
22193,1,0.175,60,0
22259,1,0.425,40,0
22323,1,0.025,40,0
22362,0,0.25,30,0
22396,1,0.05,20,1
22455,0,0.0125,40,0
22481,1,0.0875,50,1
22530,1,0.0125,20,0
22545,1,0.025,40,0
22616,0,0.5875,20,0
22645,0,0.0,30,1
22670,0,0.0,10,1
22756,0,0.0,30,1
22778,1,0.05,20,1
22809,0,0.0125,10,1
22822,0,0.0,10,1
22836,0,0.0,20,1
22841,0,0.0,30,0
22991,0,0.0,20,1
23025,1,0.0875,30,0
23050,0,0.0625,20,0
23171,0,0.0,50,1
23184,1,0.55,20,0
23187,1,0.2,40,0
23199,0,0.9125,30,0
23238,1,0.0125,20,0
23315,0,0.0,20,0
23349,0,0.0,20,1
23417,1,0.0625,30,1
23479,0,0.0375,30,1
23509,1,0.0375,30,0
23530,1,0.0125,20,0
23541,1,0.2,40,0
23557,1,0.7125,40,0
23591,1,0.225,40,0
23616,0,0.0,20,1
23647,1,0.85,40,1
23744,0,0.0375,40,0
23758,1,0.6125,30,0
23782,1,0.75,30,0
23803,1,0.0,20,1
23860,0,0.0,20,1
23861,1,0.7,40,0
23956,1,0.9375,50,0
23974,0,0.9125,30,0
23976,1,0.1,30,0
24019,0,0.0125,10,1
24116,0,0.0,20,1
24213,0,0.0,20,1
24257,0,0.05,40,0
24381,0,0.0,20,0
24394,1,0.75,60,0
24419,0,0.0,20,1
24471,0,0.0,20,0
24528,1,0.0,20,0
24574,1,0.05,20,1
24594,1,0.7375,70,0
24624,0,0.0,20,1
24766,1,1.0,30,0
24795,0,0.0,20,1
24832,1,0.7,40,0
24952,1,0.6,20,0
25000,0,0.0,20,1
25015,0,0.2875,20,0
25087,1,0.2875,40,0
25111,1,0.2375,30,1
25117,1,0.5125,40,0
25162,1,0.675,50,0
25267,0,0.2625,20,0
25312,0,0.0,20,1
25356,0,0.0875,20,0
25369,0,0.0,20,1
25426,1,0.225,20,1
25457,1,0.55,20,0
25592,1,0.0,20,1
25688,0,0.6625,40,0
25725,0,0.0625,20,0
25777,1,0.325,30,0
25823,1,0.225,20,0
25860,0,0.0,30,1
25898,1,0.225,20,1
25921,0,0.0,30,0
25976,0,0.175,30,0
26007,0,0.5,30,0
26073,1,0.6,40,0
26085,1,0.0,40,0
26100,1,0.3125,20,0
26218,0,0.0,20,1
26227,0,0.3625,20,0
26276,0,0.0,30,1
26284,0,0.2,20,0
26316,0,0.1625,20,0
26366,1,0.525,30,0
26425,1,0.675,40,0
26426,0,0.725,20,0
26440,1,0.2125,20,0
26478,1,0.5875,70,0
26513,1,0.0,20,0
26587,1,0.0875,20,0
26660,0,0.6625,40,0
26679,1,0.6875,50,0
26690,1,0.5875,40,0
26698,0,0.0,30,1
26726,0,0.0,30,1
26794,1,0.75,20,0
26895,0,0.0,10,0
26960,0,0.075,40,0
27000,0,0.0875,30,0
27141,0,0.025,20,1
27171,1,0.6375,30,0
27333,0,0.0125,40,1
27346,0,0.0125,30,1
27370,1,0.225,20,0
27382,0,0.0125,20,0
27535,1,0.0,20,1
27545,1,0.0,20,0
27590,1,0.0125,30,0
27658,0,0.0,20,1
27728,1,0.0,40,1
27753,0,0.0,30,0
27808,1,0.6375,50,0
27863,1,0.0,30,1
27864,0,0.0,20,0
27872,1,0.0,20,1
27905,0,0.025,50,0
28005,1,0.95,20,0
28024,1,0.15,50,0
28034,0,0.1,40,0
28220,1,0.0,20,1
28224,0,0.0,20,1
28235,0,0.0,20,1
28260,1,0.0,10,0
28322,0,0.0,20,1
28327,0,0.0,20,1
28411,1,0.05,50,0
28429,0,0.3,60,0
28439,1,0.925,20,0
28441,1,0.2125,20,0
28532,1,0.375,30,0
28692,0,0.0875,50,0
28724,1,0.725,30,0
28828,0,0.0875,30,0
28833,0,0.0,20,1
28890,0,0.0,40,0
29042,0,0.0,20,1
29055,0,0.2,20,1
29156,0,0.0,10,0
29180,0,0.025,30,0
29230,1,0.9375,20,0
29248,0,0.0,20,0
29261,1,0.0,20,0
29326,1,0.125,20,0
29377,1,0.2375,20,0
29519,0,0.9125,30,0
29569,1,0.525,20,0
29627,1,0.0,40,0
29636,0,0.025,20,0
29696,0,0.25,20,0
29698,1,0.625,40,0
29700,1,0.4875,20,0
29797,0,0.025,30,0
29847,0,0.625,30,0
29861,0,0.75,70,0
29874,0,0.0375,20,1
29954,0,1.0,30,0
29967,1,0.0,10,0
29986,1,0.75,50,0
30000,1,0.3,50,0
30008,1,0.0,50,0
30047,1,0.9125,50,0
30079,0,0.0125,20,0
30118,0,0.0625,20,0
30120,0,0.1875,20,1
30123,1,1.0,60,0
30152,0,0.3875,70,0
30160,1,0.4875,30,0
30168,0,0.0,20,1
30273,0,0.0,30,1
30349,0,0.0,30,0
30374,1,0.0375,50,1
30415,1,0.4375,20,1
30453,0,0.0,20,0
30487,1,0.7625,30,0
30523,1,0.9,20,0
30627,1,0.6875,30,1
30707,1,0.7125,30,0
30814,0,0.0,30,1
30833,1,0.5875,30,0
30872,0,0.2375,50,0
30944,1,0.2375,50,0
30977,0,0.775,40,0
31044,0,0.0,30,1
31071,0,0.9,20,1
31128,0,0.0,20,1
31148,1,0.1875,20,0
31180,0,0.0,20,1
31202,0,0.6,30,0
31344,0,0.0,20,0
31351,1,0.0,20,0
31559,1,0.0,40,1
31575,1,0.0375,50,1
31619,1,0.0,50,1
31852,1,0.6625,30,0
31925,0,0.775,60,0
32014,0,0.025,20,0
32101,1,0.625,40,0
32121,0,0.1125,30,0
32145,0,0.0,20,0
32173,1,0.3875,30,0
32191,1,0.0125,20,1
32242,0,0.0,20,1
32414,1,0.4625,50,0
32464,0,0.2375,50,0
32485,1,0.7375,50,0
32495,0,0.0,30,1
32643,1,0.0125,30,1
32668,0,0.0,20,1
32700,0,0.0,10,0
32788,1,0.8125,60,0
32905,0,0.0,20,1
32935,1,0.6125,50,0
32962,1,0.4375,20,0
33128,0,0.0,10,1
33182,0,0.0,20,0
33194,0,0.3375,30,0
33228,1,0.0625,30,0
33249,0,0.0,20,1
33277,0,0.2375,20,0
33281,0,0.0375,10,0
33358,0,0.0,20,1
33372,1,0.5,30,0
33382,1,0.575,40,0
33421,0,0.3875,40,0
33437,1,0.9875,30,0
33510,0,0.05,20,0
33563,0,0.025,20,0
33752,1,0.3125,40,0
33754,1,0.15,50,0
33766,1,0.0,60,1
33866,0,0.0125,40,0
33890,0,0.3875,20,0
33936,1,0.0,30,1
33950,1,0.9375,20,0
34001,1,0.0,50,1
34062,0,0.0125,20,0
34206,1,0.4,20,0
34240,1,0.775,20,0
34264,1,0.0,30,0
34322,1,0.5625,20,0
34361,0,0.75,40,0
34365,0,0.1,50,0
34438,0,0.575,40,0
34519,1,0.2,30,0
34592,1,0.1625,40,0
34601,1,0.0,60,0
34642,0,0.0125,20,1
34649,1,0.125,20,0
34677,0,0.6875,40,0
34687,0,0.0,30,1
34689,0,0.0,20,1
34696,1,0.4375,20,0
34709,1,0.025,30,0
34914,0,0.0,20,1
34991,0,0.2625,20,0
35046,1,0.3125,40,0
35083,1,0.0625,40,0
35084,0,0.0,20,1
35101,0,0.275,20,0
35178,1,0.0,40,0
35186,0,0.0,40,0
35196,1,0.3125,30,0
35289,0,0.0375,20,1
35306,0,0.0,20,0
35424,0,0.0625,30,1
35465,0,0.0,20,0
35498,0,0.1125,10,0
35507,1,0.0625,20,0
35572,1,0.0125,20,0
35725,0,0.0,20,1
35817,1,0.0,20,1
35842,1,0.3,40,0
35848,1,0.3125,30,0
35860,0,0.0,20,0
35891,0,0.0125,40,1
35964,1,0.025,30,0
36027,1,0.075,20,0
36041,1,0.6125,50,0
36093,1,0.4875,40,0
36200,0,0.025,30,1
36222,0,0.0,30,0
36255,0,0.875,30,0
36264,1,0.3875,20,0
36361,0,0.0375,20,0
36405,0,0.0,20,1
36432,1,0.625,40,0
36454,0,0.1875,40,0
36681,1,0.0,20,1
36701,0,0.175,20,0
36707,0,0.0,30,1
36753,0,0.3875,40,0
36765,0,0.0,20,0
36806,0,0.0125,20,1
36945,1,1.0,20,0
36990,1,0.025,20,0
37004,1,1.0,30,0
37071,1,0.0125,20,0
37081,1,0.7875,20,0
37096,1,0.0375,30,1
37120,0,0.0,20,1
37142,0,0.8,40,0
37148,0,0.0,20,1
37209,0,0.8375,20,0
37259,1,0.2,30,0
37274,1,0.0125,30,0
37360,1,0.0625,40,1
37394,0,0.55,20,0
37395,0,0.0,20,1
37443,1,0.925,50,0
37462,1,0.0125,40,1
37549,0,0.0,20,0
37568,1,0.0125,10,0
37579,0,0.0,20,0
37604,0,0.2,60,0
37633,0,0.0,30,1
37678,1,0.75,60,0
37760,0,0.5875,10,1
37793,1,0.0,50,1
37824,0,0.0,20,1
37834,0,0.275,60,0
37962,1,0.5125,50,0
37993,1,0.525,20,0
37996,1,0.8125,20,0
38001,1,0.075,60,0
38020,1,0.0625,20,0
38037,0,0.0375,30,0
38047,1,0.6125,40,0
38075,0,0.0,20,1
38091,0,0.0,10,1
38288,1,0.2625,30,0
38310,1,0.1875,20,0
38435,0,0.0,20,1
38450,1,0.0,50,1
38498,0,0.625,40,0
38548,1,0.0875,70,1
38564,1,0.0,20,0
38570,0,0.0,20,0
38594,1,0.0,20,1
38609,0,0.05,20,1
38613,0,0.15,30,0
38615,0,0.025,20,1
38751,1,0.7,50,0
38802,0,0.975,60,0
38834,0,0.0,20,1
38883,0,0.1125,20,0
38905,1,0.9625,20,0
38906,0,0.025,20,1
38916,1,0.5625,30,0
38935,0,0.1125,20,0
38936,1,0.4375,30,0
38942,0,0.0,30,1
38951,0,0.4625,10,1
38968,1,0.0875,40,1
39018,0,0.0,20,1
39057,1,0.325,30,0
39090,0,0.6625,10,0
39219,0,0.0,30,1
39265,0,0.325,20,0
39306,0,0.075,20,0
39371,0,0.275,40,1
39462,0,0.0,10,1
39569,0,0.0,20,1
39644,0,0.9125,50,0
39657,0,0.0875,20,1
39665,1,0.0875,20,0
39713,0,0.55,50,0
39729,0,0.225,40,0
39817,1,0.2875,30,1
39852,0,0.0,30,0
39882,0,0.0,20,1
39938,0,0.0,20,1
39978,0,0.0,30,1
40035,1,0.0,40,1
40038,1,0.4,30,0
40079,0,0.0,20,1
40183,0,0.95,30,0
40218,1,0.0625,20,0
40285,1,0.025,20,0
40312,1,0.0125,20,0
40389,0,0.0125,20,1
40395,1,0.6125,40,0
40409,1,0.1125,30,0
40411,0,0.0,20,1
40470,0,0.2875,30,0
40491,0,0.2125,20,0
40535,0,0.05,30,1
40594,1,0.0125,20,1
40603,1,0.0,30,0
40634,0,0.575,20,0
40681,0,0.2375,20,0
40699,1,0.275,50,0
40714,1,0.8875,60,0
40730,1,0.0375,40,0
40739,0,0.0,30,0
40769,1,0.175,40,0
40837,1,0.875,40,0
40843,1,0.025,30,0
40869,0,0.0125,30,1
40904,0,0.0,20,1
40953,0,0.0,20,1
40991,0,0.0,20,1
41009,1,0.0,30,1
41012,1,0.0,50,0
41016,1,0.0,20,0
41203,1,0.0625,20,0
41214,0,0.025,30,1
41215,1,0.0,20,1
41217,1,0.0375,60,1
41246,0,0.0,40,1
41335,0,0.0,20,1
41467,0,0.0,20,1
41498,0,0.15,20,0
41550,0,0.0875,20,0
41755,1,0.0,40,0
41863,0,0.0,20,1
42232,1,0.25,20,0
42345,1,0.95,20,0
42406,0,0.6125,20,0
42415,1,0.95,40,0
42431,0,0.0,20,1
42455,1,0.3125,20,0
42572,0,0.0,20,1
42579,0,0.9,50,0
42589,1,0.525,40,0
42646,1,0.5,50,0
42750,1,0.0,40,1
42786,1,0.025,40,0
42816,0,0.0,20,1
42839,0,0.0,10,1
42880,1,0.2,20,1
42893,1,0.3625,30,0
42957,0,0.0,30,1
42964,0,0.0875,20,0
42983,0,0.95,50,0
42990,0,0.0,20,1
43012,1,0.2125,40,0
43086,0,0.0,30,1
43116,0,0.25,50,0
43168,0,0.175,20,0
43183,0,0.0625,40,0
43268,0,0.0125,50,0
43283,1,0.7875,30,0
43371,0,1.0,20,0
43379,1,0.1625,30,1
43392,1,0.0,50,1
43438,0,0.0,10,1
43455,1,0.0625,30,0
43478,1,0.25,50,1
43509,1,0.3625,40,0
43521,1,0.475,30,0
43637,1,0.6625,20,1
43735,0,0.0,20,1
43771,1,0.1625,20,0
43816,0,0.3125,30,0
43857,1,0.1375,30,0
43894,0,0.0,20,1
44133,0,0.325,30,0
44141,0,0.625,40,0
44186,1,0.525,50,0
44238,1,0.0,10,0
44251,0,0.0,20,0
44263,0,0.0,30,1
44324,0,0.0,30,1
44496,0,0.0,20,1
44498,0,0.0,30,1
44587,0,0.8125,30,0
44596,1,0.8375,50,0
44600,1,0.025,40,0
44662,0,0.0375,30,0
44785,1,0.375,40,0
44794,1,0.525,50,0
44841,1,0.1,30,1
44874,0,0.0,20,1
44950,0,0.025,20,0
44998,0,0.0125,20,0
45018,1,0.1125,30,0
45065,1,0.2375,30,0
45066,1,0.0,20,1
45072,0,0.0,20,1
45082,1,0.15,40,0
45111,0,0.85,40,0
45197,1,0.0625,30,1
45198,0,0.0125,30,1
45217,1,0.025,40,0
45220,0,0.0125,20,1
45225,1,0.6125,30,0
45315,1,0.35,20,0
45355,0,0.0,20,0
45582,0,0.325,40,0
45586,0,0.1375,20,0
45643,0,0.0,20,1
45706,1,0.175,40,0
45757,0,0.0125,30,1
45809,1,0.05,20,0
45828,0,0.025,40,0
45852,1,0.5625,20,0
45898,0,0.0,20,1
45916,0,0.7875,30,0
45926,0,0.0,30,0
45993,0,0.875,40,0
46084,1,0.2875,20,0
46184,0,0.0,20,1
46217,1,0.0,30,1
46263,0,0.325,40,0
46340,0,0.0,30,1
46404,0,0.0,40,1
46488,0,0.0,20,0
46504,1,0.9,50,0
46640,1,0.35,30,0
46746,0,0.2875,20,0
46773,0,0.0,20,1
46775,0,0.175,20,0
46944,0,0.0125,20,1
47128,0,0.0,20,1
47231,0,0.0,30,1
47232,1,0.7875,50,0
47387,1,0.2125,20,0
47422,1,0.1125,40,1
47628,0,0.025,30,0
47824,0,0.0,30,0
47902,0,0.0125,30,1
47915,0,0.6125,20,0
47982,0,0.5875,40,0
48027,0,1.0,30,0
48070,1,0.55,40,0
48083,1,0.35,20,0
48357,0,0.775,20,0
48385,0,0.075,30,0
48425,1,0.0125,20,0
48546,1,0.675,20,0
48589,1,0.9125,30,0
48643,0,0.5625,30,0
48654,0,0.2375,20,0
48684,0,0.0,20,0
48724,1,0.0625,20,1
48875,1,0.6,30,0
48886,0,0.0375,10,0
48921,1,0.4,30,0
48948,0,0.025,10,0
49004,1,0.0375,20,0
49034,0,0.0,20,1
49037,1,0.425,30,0
49158,0,0.0,20,1
49196,1,0.2625,40,0
49340,0,0.0,20,1
49357,1,0.275,30,0
49364,0,0.025,40,0
49386,0,0.025,20,1
49410,1,1.0,40,0
49423,1,0.95,50,0
49465,0,0.45,40,0
49504,0,0.2625,20,0
49515,0,0.2125,20,1
49643,1,0.0125,30,1
